Title;Authors;Publication;Volume;Number;Pages;Year;Publisher;Search Query;Duplicate removal;I1 (SA Method);I2 (software only);I3 (english);I4 (available);I5 (peer reviewed);E1 (Removal of secondary study);E2 (Unavailable);Included for data extraction;;;;
A software architecture for Twitter collection, search and geolocation services;"Oussalah, Mourad; Bhat, F; Challis, Kate; Schnier, Thorsten;";Knowledge-Based Systems;37;;105-120;2013;Elsevier;SQ1;;;;x;x;x;;;;;;;
A contextual approach towards more accurate duplicate bug report detection and ranking;"Hindle, Abram; Alipour, Anahita; Stroulia, Eleni;";Empirical Software Engineering;21;2;368-410;2016;Springer;SQ1;;;;x;x;x;;;;;;;
Impact of experience and team size on the quality of scenarios for architecture evaluation;"Biffl, Stefan; Ali Babar, Muhammad; Winkler, Dietmar;";;;;;2008;;SQ1;;;;x;x;x;;;;;;;
A survey of product-line architectures;"Harsu, Maarit;";;;;;2001;Citeseer;SQ1;;;;x;x;;x;;;;;;
An empirical study of open source software architectures’ effect on product quality;"Hansen, Klaus Marius; Jónasson, Kristján; Neukirchen, Helmut;";The Second Workshop on Empirical Assessment in Software Architecture (EASA’09);;;;2009;;SQ1;;;;x;x;x;;;;;;;
A Software Architecture for Developing Distributed Games that Teach Coding and Algorithmic Thinking;"Paspallis, Nearchos; Kasenides, Nicos; Piki, Andriani;";2022 IEEE 46th Annual Computers, Software, and Applications Conference (COMPSAC);;;101-110;2022;IEEE;SQ1;;;;x;x;x;;;;;;;
Architectural-based validation of fault-tolerant software;"Brito, Patrick HS; de Lemos, Rogério; Martins, Eliane; Moraes, Regina; Rubira, Cecília MF;";2009 Fourth Latin-American Symposium on Dependable Computing;;;103-110;2009;IEEE;SQ1;;;;x;x;x;;;;;;;
Cosvam: A technique for assessing software variability in software product families;"Deelstra, Sybren; Sinnema, Marco; Nijhuis, Jos; Bosch, Jan;";20th IEEE International Conference on Software Maintenance, 2004. Proceedings.;;;458-462;2004;IEEE;SQ1;;;;x;x;x;;;;;;;
Evolving industrial software architectures into a software product line: A case study;"Koziolek, Heiko; Weiss, Roland; Doppelhamer, Jens;";International Conference on the Quality of Software Architectures;;;177-193;2009;Springer;SQ1;;;;x;x;x;;;;;;;
Bridging patterns: An approach to bridge gaps between SE and HCI;"Folmer, Eelke; van Welie, Martijn; Bosch, Jan;";Information and Software Technology;48;2;69-89;2006;Elsevier;SQ1;;;;x;x;x;;;;;;;
An evolutionary multiobjective optimization approach to component-based software architecture design;"Li, Rui; Etemaadi, Ramin; Emmerich, Michael TM; Chaudron, Michel RV;";2011 IEEE Congress of Evolutionary Computation (CEC);;;432-439;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
FMECA Applied to Software Development;"Stoddard, Robert W;";Design for Reliability;;;103-120;2012;Wiley Online Library;SQ1;;;;x;x;x;;;;;;;
A Three-tier software architecture for manufacturing activity control in ERP concept;"Dumbrava, Stefan; Panescu, Doru; Costin, Mihaela;";International Conference on Computer Systems and Technologies-CompSysTech;2005;;3-1;2005;Citeseer;SQ1;;;;x;x;x;;;;;;;
Empirical assessment of the quality of MVC web applications returned by xgenerator;"Paolone, Gaetanino; Paesani, Romolo; Marinelli, Martina; Di Felice, Paolino;";Computers;10;2;20;2021;MDPI;SQ1;;;;x;x;x;;;;;;;
Holistic assessment of software product line architectures: the HoPLAA approach;"Olumofin, Femi George;";;;;;2006;;SQ1;;;;x;x;;;;;;;;
A framework for software architecture refactoring using model transformations and semantic annotations;"Ivkovic, Igor; Kontogiannis, Kostas;";Conference on Software Maintenance and Reengineering (CSMR'06);;;10 pp.-144;2006;IEEE;SQ1;;;;x;x;x;;;;;;;
Robotic software architecture for multisensor fusion system;"Garcia, Javier Gamez; Ortega, Juan Gómez; Garcia, Alejandro Sanchez; Martinez, Silvia Satorres;";IEEE Transactions on Industrial Electronics;56;3;766-777;2008;IEEE;SQ1;;;;x;x;x;;;;;;;
Self-Contained Cross-Cutting Pipeline Software Architecture;"Patwardhan, Amol; Patwardhan, Rahul; Vartak, Sumalini;";arXiv preprint arXiv:1606.07991;;;;2016;;SQ1;;;;x;x;x;;;;;;;
Software architecture for a constraint-based virtual environment;"Fernando, Terrence; Murray, Norman; Tan, Kevin; Wimalaratne, Prasad;";Proceedings of the ACM symposium on Virtual reality software and technology;;;147-154;1999;;SQ1;;;;x;x;x;;;;;;;
A formal method for evaluation of a modeled system architecture;"Rodano, Matthew; Giammarco, Kristin;";Procedia Computer Science;20;;210-215;2013;Elsevier;SQ1;;x;x;x;x;x;;;x;;;;
A framework for classifying and comparing architecture-centric software evolution research;"Jamshidi, Pooyan; Ghafari, Mohammad; Ahmad, Aakash; Pahl, Claus;";2013 17th European Conference on Software Maintenance and Reengineering;;;305-314;2013;IEEE;SQ1;;;;x;x;x;;;;;;;
Techsure-a method for assessing technology sustainability in long lived software intensive systems;"Jansen, Anton; Wall, Anders; Weiss, Roland;";2011 37th EUROMICRO Conference on Software Engineering and Advanced Applications;;;426-434;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
A quantitative analysis of developer information needs in software ecosystems;"Haenni, Nicole; Lungu, Mircea; Schwarz, Niko; Nierstrasz, Oscar;";Proceedings of the 2014 European Conference on Software Architecture Workshops;;;1-6;2014;;SQ1;;;;x;x;x;;;;;;;
Mature architecting-a survey about the reasoning process of professional architects;"van Heesch, Uwe; Avgeriou, Paris;";2011 Ninth Working IEEE/IFIP Conference on Software Architecture;;;260-269;2011;IEEE;SQ1;;;;x;x;x;x;;;;;;
A Framework for Assessing Data Quality-From a Business Perspective.;"Gustafsson, Pia; Lindström, Åsa; Jägerlind, Cecilia; Tsoi, Jevgenij;";Software Engineering Research and Practice;;;1009-1015;2006;Citeseer;SQ1;;;;x;x;x;;;;;;;
Database system performance evaluation models: A survey;"Osman, Rasha; Knottenbelt, William J;";Performance evaluation;69;10;471-493;2012;Elsevier;SQ1;;;;x;x;x;x;;;;;;
A fast and robust decision support system for in-line quality assessment of resistance seam welds in the steelmaking industry;"Molleda, Julio; Carús, Juan L; Usamentiaga, Rubén; García, Daniel F; Granda, Juan C; Rendueles, José L;";Computers in industry;63;3;222-230;2012;Elsevier;SQ1;;;;x;x;x;;;;;;;
Developing value assessment for SW architecture;"Ojala, Pasi;";Seventh Working IEEE/IFIP Conference on Software Architecture (WICSA 2008);;;245-248;2008;IEEE;SQ1;;;;x;x;x;;;;;;;
Crunch: Automated Assessment of Microservice Architecture Assignments with Formative Feedback;"Christensen, Henrik Bærbak;";European Conference on Software Architecture;;;175-190;2018;Springer;SQ1;;;;x;x;x;;;;;;;
Assessment of Product Line Architecture and Aspect-Oriented Software Architecture Methods;"Cortes-Verdin, Karen; Lemus Olalde, C;";Proceedings of the First Workshop on Aspect Oriented Product Line Engineering (AOPLE), Portland Oregon, USA;;;;2006;;SQ1;;;;x;x;x;;;;;;;
Assessment of a Framework for Comparing Software Architecture Analysis Methods;"Ali, BM; Kitchenham, B;";Proceedings of 11th International Conference on Evaluation and Assessment in Software Engineering, BCS;;;;2007;;SQ1;x;;;;;;;;;;;;
Scenario-based software architecture evaluation methods: an overview. Software Architecture Review and Assessment Workshop Proceedings (SARA);"Ionita, MT; Hammer, D; Obbink, H;";;;;;2002;ACM Press, Orlando;SQ1;;;;x;x;x;;;;;;;
An Architecture-Based Comparison of Verification and Statistical Reliability Assessment Methods for Embedded;"Bastani, Farokh B; Kim, Sung; Yen, I-Ling;";Fifth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing (ISORC 2002): Proceedings, April 29-1 May 2002, Washington, DC, USA;;;177;2002;IEEE;SQ1;;;;x;x;x;;;;;;;
Performance assessment on ambient intelligent applications through ontologies;"Zottl, Joachim;";;;;;2005;;SQ1;;;;x;x;x;;;;;;;
Integration of legacy systems in software architecture;"Chowdhury, Maria Wahid; Iqbal, Muhammad Zafar;";SAVCBS 2004 Specification and Verification of Component-Based Systems;;;110;2004;;SQ1;;;;x;x;x;;;;;;;
A Critical Assessment of UML using an Evaluation Framework;"Tun, Thein Than; Bielkowicz, Peter;";Proc. of the 8th CAiSE/IFIP8. 1 International Workshop on Evaluation of Modeling Methods in Systems Analysis and Design (EMMSAD’03);;;29-38;2003;;SQ1;;;;x;x;x;;;;;;;
Teaching adult learners on software architecture design skills;"Lieh, Ouh Eng; Irawan, Yunghans;";2018 IEEE Frontiers in Education Conference (FIE);;;1-9;2018;IEEE;SQ1;;;;x;x;x;;;;;;;
Principles for Evaluating the Quality Attributes of a Software Architecture.;"Barbacci, Mario R; Klein, Mark H; Weinstock, Charles B;";;;;;1997;CARNEGIE-MELLON UNIV PITTSBURGH PA SOFTWARE ENGINEERING INST;SQ1;;;;x;x;;;;;;;;
Toward industry friendly software architecture evaluation;"Li, Zhao; Zheng, Jiang;";European Conference on Software Architecture;;;328-331;2013;Springer;SQ1;;;;x;x;x;;;;;;;
Quality-driven multi-objective optimization of software architecture design: method, tool, and application;"Etemadi Idgahi, R;";;;;;2014;Leiden University;SQ1;;;;x;x;;;;;;;;
Layered software architecture for the development of mobile learning objects with augmented reality;"Alvarado, Luis Antonio Rivera; Domínguez, Eduardo López; Velázquez, Yesenia Hernández; Isidro, Saúl Domínguez; Toledo, Cora Beatriz Excelente;";IEEE Access;6;;57897-57909;2018;IEEE;SQ1;;;;x;x;x;;;;;;;
Pattern-based methods for model-based safety-critical software architecture design: A PhD thesis proposal;"Khalil, Maged;";Software Engineering 2013-Workshopband;;;;2013;Gesellschaft für Informatik eV;SQ1;;;;x;x;x;;;;;;;
Suitability of software architecture decision making methods for group decisions;"Rekha V, Smrithi; Muccini, Henry;";European Conference on Software Architecture;;;17-32;2014;Springer;SQ1;;;;x;x;x;;;;;;;
Survey of software architecture description and usage in software industry of Pakistan;"Gardazi, Syeda Uzma; Shahid, Arshad Ali;";2009 international conference on emerging technologies;;;395-402;2009;IEEE;SQ1;;;;x;x;x;x;;;;;;
Lightweight evaluation of software architecture decisions;"Eloranta, Veli-Pekka; van Heesch, Uwe; Avgeriou, Paris; Harrison, Neil; Koskimies, Kai;";Relating System Quality and Software Architecture;;;157-179;2014;Elsevier;SQ1;;x;x;x;x;x;;;x;;;;
Creating and teaching a mooc on pattern-oriented software architecture for concurrent and networked software;"Schmidt, Douglas C; McCormick, Zach;";Proceedings of the WaveFront Forum at the SPLASH 2013 conference;;;;2013;Citeseer;SQ1;;;;x;x;x;;;;;;;
An empirical study of the effectiveness of software architecture evaluation meetings;"Babar, M Ali; Shen, Haifeng; Biffl, Stefan; Winkler, Dietmar;";IEEE Access;7;;79069-79084;2019;IEEE;SQ1;;;;x;x;x;;;;;;;
A fuzzy AHP based approach towards enterprise architecture evaluation;"Razavi, Mahsa; Aliee, Fereidoon Shams; Tafreshi, AES;";Proceedings of the European Conference on Information Management & Evaluation;;;408-421;2009;;SQ1;;x;x;x;x;x;;;x;;;;
Enterprise architecture modifiability analysis;"Busch, Norbert Rudolf; Zalewski, Andrzej;";Towards a Synergistic Combination of Research and Practice in Software Engineering;;;119-134;2018;Springer;SQ1;;x;x;x;x;x;;;x;;;;
Modeling and simulation of software architecture in discrete event system specification for quality evaluation;"Bogado, Verónica; Gonnet, Silvio; Leone, Horacio;";Simulation;90;3;290-319;2014;Sage Publications Sage UK: London, England;SQ1;;x;x;x;x;x;;;x;;;;
Relating architectural decay and sustainability of software systems;"Le, Duc Minh; Carrillo, Carlos; Capilla, Rafael; Medvidovic, Nenad;";2016 13th Working IEEE/IFIP Conference on Software Architecture (WICSA);;;178-181;2016;IEEE;SQ2;;;;x;x;x;;;;;;;
Enhancing Software Engineering Processes towards Sustainable Software Product Design.;"Dick, Markus; Naumann, Stefan;";EnviroInfo;;;706-715;2010;Citeseer;SQ2;;;;x;x;x;;;;;;;
Two perspectives on reference architecture sustainability;"Volpato, Tiago; Oliveira, Brauner RN; Garcés, Lina; Capilla, Rafael; Nakagawa, Elisa Yumi;";Proceedings of the 11th European Conference on Software Architecture: Companion Proceedings;;;188-194;2017;;SQ2;;;;x;x;x;;;;;;;
A computer-aided software-tool for sustainable process synthesis-intensification;"Tula, Anjan Kumar; Babi, Deenesh K; Bottlaender, Jack; Eden, Mario R; Gani, Rafiqul;";Computers & Chemical Engineering;105;;74-95;2017;Elsevier;SQ2;;;;x;x;x;;;;;;;
An action research for improving the sustainability assessment framework instruments;"Condori-Fernandez, Nelly; Lago, Patricia; Luaces, Miguel R; Places, Ángeles S;";Sustainability;12;4;1682;2020;MDPI;SQ2;;x;x;x;x;x;;;x;;;;
A framework of software architecture principles for sustainability-driven design and measurement;"Gupta, Sarthak; Lago, Patricia; Donker, Roel;";2021 IEEE 18th International Conference on Software Architecture Companion (ICSA-C);;;31-37;2021;IEEE;SQ2;;;;x;x;x;;;;;;;
Cloud architecture continuity: Change models and change rules for sustainable cloud software architectures;"Pahl, Claus; Jamshidi, Pooyan; Weyns, Danny;";Journal of Software: Evolution and Process;29;2;e1849;2017;Wiley Online Library;SQ2;;;;x;x;x;;;;;;;
Sustainability guidelines for long-living software systems;"Durdik, Zoya; Klatt, Benjamin; Koziolek, Heiko; Krogmann, Klaus; Stammel, Johannes; Weiss, Roland;";2012 28th IEEE International Conference on Software Maintenance (ICSM);;;517-526;2012;IEEE;SQ2;;;;x;x;x;;;;;;;
Measuring sustainability impact of software;"Idio, MR;";vol;16;;5-7;2014;Citeseer;SQ2;;;;x;x;x;;;;;;;
Sustainability Assessment and Advisory in Mould&Die: Implementation Challenges and Solutions;"Sorlini, Marzio; Fontana, Alessandro; Alge, Marino; Diviani, Luca; Canetta, Luca; Specht, Ingo;";IFIP International Conference on Advances in Production Management Systems;;;423-430;2014;Springer;SQ2;;;;x;x;x;;;;;;;
The blind men and the elephant: Towards a software sustainability architectural evaluation framework;"Venters, Colin C; Lau, Lydia; Griffiths, Michael K; Holmes, Violeta; Ward, Rupert R; Xu, Jie;";Journal of Green Engineering;;;;2013;;SQ2;;;;x;x;x;;;;;;;
Intelligent Autonomous Vehicles in digital supply chains: A framework for integrating innovations towards sustainable value networks;"Bechtsis, Dimitrios; Tsolakis, Naoum; Vlachos, Dimitrios; Srai, Jagjit Singh;";Journal of cleaner production;181;;60-71;2018;Elsevier;SQ2;;;;x;x;x;;;;;;;
Green software engineering process: moving towards sustainable software product design;"Ray, Shantanu;";Journal of Global Research in Computer Science;4;1;25-29;2013;;SQ2;;;;x;x;x;;;;;;;
Computer Life-Cycle Management System for Avionics Software as a Tool for Supporting the Sustainable Development of Air Transport;"Zieja, Mariusz; Szelmanowski, Andrzej; Pazur, Andrzej; Kowalczyk, Grzegorz;";Sustainability;13;3;1547;2021;MDPI;SQ2;;;;x;x;x;;;;;;;
Guidelines and metrics for configurable and sustainable architectural knowledge modelling;"Carrillo, Carlos; Capilla, Rafael; Zimmermann, Olaf; Zdun, Uwe;";Proceedings of the 2015 European Conference on Software Architecture Workshops;;;1-5;2015;;SQ2;;;;x;x;x;;;;;;;
Sustainable software engineering education curricula development;"Mishra, Alok; Mishra, Deepti;";Int. J. Inf. Comput. Secur;12;;47-56;2020;;SQ2;;;;x;x;x;;;;;;;
Understanding software architecture erosion: A systematic mapping study;"Li, Ruiyin; Liang, Peng; Soliman, Mohamed; Avgeriou, Paris;";Journal of Software: Evolution and Process;34;3;e2423;2022;Wiley Online Library;SQ2;;;;x;x;x;x;;;;;;
Cloud-based sustainability assessment (CSA) system for automating the sustainability decision-making process of built assets;"Olawumi, Timothy O; Chan, Daniel WM;";Expert Systems with Applications;188;;116020;2022;Elsevier;SQ2;;;;x;x;x;;;;;;;
Framing sustainability as a property of software quality;"Lago, Patricia; Koçak, Sedef Akinli; Crnkovic, Ivica; Penzenstadler, Birgit;";Communications of the ACM;58;10;70-78;2015;ACM New York, NY, USA;SQ2;;;;x;x;x;;;;;;;
Identifying the need for a sustainable architecture maintenance process;"Sherman, Sofia; Hadar, Irit;";2012 5th International Workshop on Co-operative and Human Aspects of Software Engineering (CHASE);;;132-134;2012;IEEE;SQ2;;;;x;x;x;;;;;;;
Sustainable software system engineering;"Betz, Stefanie; Caporale, Timm;";2014 IEEE Fourth International Conference on Big Data and Cloud Computing;;;612-619;2014;IEEE;SQ2;;;;x;x;x;;;;;;;
Framing a sustainable architecture for data analytics systems: An exploratory study;"Zhao, Jitong; Liu, Yan; Zhou, Peng;";IEEE Access;6;;61600-61613;2018;IEEE;SQ2;;;;x;x;x;;;;;;;
Architecture sustainability [guest editors' introduction];"Avgeriou, Paris; Stal, Michael; Hilliard, Rich;";Ieee software;30;6;40-44;2013;IEEE;SQ2;;;;x;x;;;;;;;;
A flexible architecture for key performance indicators assessment in smart cities;"Sanctis, Martina De; Iovino, Ludovico; Rossi, Maria Teresa; Wimmer, Manuel;";European Conference on Software Architecture;;;118-135;2020;Springer;SQ2;;;;x;x;x;;;;;;;
